shift_log_id,machine_id,shift_start,shift_type,planned_time_min,operating_time_min,downtime_min,downtime_reason,total_units,good_units,defective_units
SFT_00258,MCH_L1_01,2023-03-28 00:00:00,Shift A (Morning),480,480,0,None,906,894,12
SFT_00259,MCH_L2_03,2023-03-28 08:00:00,Shift B (Evening),480,219,261,Pressure Loss,423,411,12
SFT_00260,MCH_L3_04,2023-03-28 16:00:00,Shift C (Night),480,440,40,Material Starvation,799,781,18
SFT_00261,MCH_L3_01,2023-03-29 00:00:00,Shift A (Morning),480,235,245,Tool Breakdown,416,399,17
SFT_00262,MCH_L2_03,2023-03-29 08:00:00,Shift B (Evening),480,480,0,None,938,910,28
SFT_00263,MCH_L1_04,2023-03-29 16:00:00,Shift C (Night),480,412,68,Tool Breakdown,755,730,25
SFT_00264,MCH_L3_03,2023-03-30 00:00:00,Shift A (Morning),480,480,0,None,912,894,18
SFT_00265,MCH_L3_03,2023-03-30 08:00:00,Shift B (Evening),480,480,0,None,931,898,33
SFT_00266,MCH_L2_01,2023-03-30 16:00:00,Shift C (Night),480,480,0,None,899,890,9
SFT_00267,MCH_L3_03,2023-03-31 00:00:00,Shift A (Morning),480,480,0,None,897,884,13
SFT_00268,MCH_L1_02,2023-03-31 08:00:00,Shift B (Evening),480,344,136,Material Starvation,606,592,14
SFT_00269,MCH_L3_05,2023-03-31 16:00:00,Shift C (Night),480,478,2,Tool Breakdown,907,878,29
SFT_00270,MCH_L1_01,2023-04-01 00:00:00,Shift A (Morning),480,412,68,Pressure Loss,742,731,11
SFT_00271,MCH_L1_05,2023-04-01 08:00:00,Shift B (Evening),480,480,0,None,860,821,39
SFT_00272,MCH_L3_05,2023-04-01 16:00:00,Shift C (Night),480,480,0,None,874,859,15
SFT_00273,MCH_L3_02,2023-04-02 00:00:00,Shift A (Morning),480,480,0,None,904,890,14
SFT_00274,MCH_L3_05,2023-04-02 08:00:00,Shift B (Evening),480,456,24,Material Starvation,813,786,27
SFT_00275,MCH_L2_02,2023-04-02 16:00:00,Shift C (Night),480,480,0,None,862,853,9
SFT_00276,MCH_L2_04,2023-04-03 00:00:00,Shift A (Morning),480,480,0,None,886,844,42
SFT_00277,MCH_L1_05,2023-04-03 08:00:00,Shift B (Evening),480,480,0,None,902,880,22
SFT_00278,MCH_L1_02,2023-04-03 16:00:00,Shift C (Night),480,480,0,None,885,845,40
SFT_00279,MCH_L1_03,2023-04-04 00:00:00,Shift A (Morning),480,480,0,None,921,884,37
SFT_00280,MCH_L1_05,2023-04-04 08:00:00,Shift B (Evening),480,480,0,None,919,884,35
SFT_00281,MCH_L3_04,2023-04-04 16:00:00,Shift C (Night),480,480,0,None,927,891,36
SFT_00282,MCH_L1_03,2023-04-05 00:00:00,Shift A (Morning),480,371,109,Tool Breakdown,711,694,17
SFT_00283,MCH_L3_02,2023-04-05 08:00:00,Shift B (Evening),480,480,0,None,931,894,37
SFT_00284,MCH_L3_02,2023-04-05 16:00:00,Shift C (Night),480,480,0,None,905,863,42
SFT_00285,MCH_L2_02,2023-04-06 00:00:00,Shift A (Morning),480,480,0,None,850,834,16
SFT_00286,MCH_L2_03,2023-04-06 08:00:00,Shift B (Evening),480,480,0,None,880,843,37
SFT_00287,MCH_L1_02,2023-04-06 16:00:00,Shift C (Night),480,319,161,Calibration Lag,610,582,28
SFT_00288,MCH_L3_04,2023-04-07 00:00:00,Shift A (Morning),480,480,0,None,850,809,41
SFT_00289,MCH_L3_05,2023-04-07 08:00:00,Shift B (Evening),480,480,0,None,894,865,29
SFT_00290,MCH_L2_01,2023-04-07 16:00:00,Shift C (Night),480,480,0,None,905,882,23
SFT_00291,MCH_L2_03,2023-04-08 00:00:00,Shift A (Morning),480,480,0,None,905,876,29
SFT_00292,MCH_L3_01,2023-04-08 08:00:00,Shift B (Evening),480,480,0,None,889,849,40
SFT_00293,MCH_L3_03,2023-04-08 16:00:00,Shift C (Night),480,480,0,None,855,824,31
SFT_00294,MCH_L2_03,2023-04-09 00:00:00,Shift A (Morning),480,480,0,None,929,919,10
SFT_00295,MCH_L1_05,2023-04-09 08:00:00,Shift B (Evening),480,480,0,None,930,896,34
SFT_00296,MCH_L3_03,2023-04-09 16:00:00,Shift C (Night),480,480,0,None,864,826,38
SFT_00297,MCH_L2_01,2023-04-10 00:00:00,Shift A (Morning),480,480,0,None,863,842,21
SFT_00298,MCH_L1_02,2023-04-10 08:00:00,Shift B (Evening),480,480,0,None,922,907,15
SFT_00299,MCH_L3_04,2023-04-10 16:00:00,Shift C (Night),480,480,0,None,938,916,22
SFT_00300,MCH_L2_05,2023-04-11 00:00:00,Shift A (Morning),480,480,0,None,874,861,13
SFT_00301,MCH_L1_03,2023-04-11 08:00:00,Shift B (Evening),480,480,0,None,908,870,38
SFT_00302,MCH_L1_01,2023-04-11 16:00:00,Shift C (Night),480,480,0,None,845,820,25
SFT_00303,MCH_L2_02,2023-04-12 00:00:00,Shift A (Morning),480,383,97,Material Starvation,707,687,20
SFT_00304,MCH_L3_04,2023-04-12 08:00:00,Shift B (Evening),480,446,34,Tool Breakdown,815,795,20
SFT_00305,MCH_L1_03,2023-04-12 16:00:00,Shift C (Night),480,463,17,Pressure Loss,832,805,27
SFT_00306,MCH_L2_03,2023-04-13 00:00:00,Shift A (Morning),480,461,19,Tool Breakdown,816,800,16
SFT_00307,MCH_L3_03,2023-04-13 08:00:00,Shift B (Evening),480,480,0,None,875,839,36
SFT_00308,MCH_L2_01,2023-04-13 16:00:00,Shift C (Night),480,428,52,Calibration Lag,763,754,9
SFT_00309,MCH_L3_03,2023-04-14 00:00:00,Shift A (Morning),480,480,0,None,910,868,42
SFT_00310,MCH_L2_03,2023-04-14 08:00:00,Shift B (Evening),480,480,0,None,903,881,22
SFT_00311,MCH_L3_02,2023-04-14 16:00:00,Shift C (Night),480,480,0,None,928,890,38
SFT_00312,MCH_L1_05,2023-04-15 00:00:00,Shift A (Morning),480,468,12,Tool Breakdown,825,811,14
SFT_00313,MCH_L1_05,2023-04-15 08:00:00,Shift B (Evening),480,480,0,None,873,858,15
SFT_00314,MCH_L2_02,2023-04-15 16:00:00,Shift C (Night),480,480,0,None,919,897,22
SFT_00315,MCH_L2_03,2023-04-16 00:00:00,Shift A (Morning),480,444,36,Material Starvation,858,835,23
SFT_00316,MCH_L3_02,2023-04-16 08:00:00,Shift B (Evening),480,480,0,None,903,869,34
SFT_00317,MCH_L3_03,2023-04-16 16:00:00,Shift C (Night),480,480,0,None,868,834,34
SFT_00318,MCH_L3_04,2023-04-17 00:00:00,Shift A (Morning),480,423,57,Tool Breakdown,755,737,18
SFT_00319,MCH_L3_05,2023-04-17 08:00:00,Shift B (Evening),480,480,0,None,848,834,14
SFT_00320,MCH_L2_01,2023-04-17 16:00:00,Shift C (Night),480,480,0,None,868,833,35
SFT_00321,MCH_L1_05,2023-04-18 00:00:00,Shift A (Morning),480,480,0,None,847,805,42
SFT_00322,MCH_L1_04,2023-04-18 08:00:00,Shift B (Evening),480,480,0,None,845,834,11
SFT_00323,MCH_L1_01,2023-04-18 16:00:00,Shift C (Night),480,480,0,None,917,899,18
SFT_00324,MCH_L3_01,2023-04-19 00:00:00,Shift A (Morning),480,480,0,None,912,900,12
SFT_00325,MCH_L1_02,2023-04-19 08:00:00,Shift B (Evening),480,480,0,None,904,894,10
SFT_00326,MCH_L1_04,2023-04-19 16:00:00,Shift C (Night),480,480,0,None,876,858,18
SFT_00327,MCH_L3_05,2023-04-20 00:00:00,Shift A (Morning),480,468,12,Tool Breakdown,878,859,19
SFT_00328,MCH_L2_05,2023-04-20 08:00:00,Shift B (Evening),480,480,0,None,850,836,14
SFT_00329,MCH_L1_03,2023-04-20 16:00:00,Shift C (Night),480,478,2,Tool Breakdown,909,900,9
SFT_00330,MCH_L2_04,2023-04-21 00:00:00,Shift A (Morning),480,399,81,Material Starvation,742,719,23
SFT_00331,MCH_L1_04,2023-04-21 08:00:00,Shift B (Evening),480,480,0,None,867,839,28
SFT_00332,MCH_L2_04,2023-04-21 16:00:00,Shift C (Night),480,388,92,Tool Breakdown,746,730,16
SFT_00333,MCH_L2_04,2023-04-22 00:00:00,Shift A (Morning),480,480,0,None,854,829,25
SFT_00334,MCH_L3_01,2023-04-22 08:00:00,Shift B (Evening),480,354,126,Pressure Loss,629,612,17
SFT_00335,MCH_L3_02,2023-04-22 16:00:00,Shift C (Night),480,480,0,None,923,912,11
SFT_00336,MCH_L2_03,2023-04-23 00:00:00,Shift A (Morning),480,480,0,None,908,877,31
SFT_00337,MCH_L3_04,2023-04-23 08:00:00,Shift B (Evening),480,480,0,None,888,877,11
SFT_00338,MCH_L2_05,2023-04-23 16:00:00,Shift C (Night),480,480,0,None,919,896,23
SFT_00339,MCH_L1_03,2023-04-24 00:00:00,Shift A (Morning),480,480,0,None,877,841,36
SFT_00340,MCH_L2_04,2023-04-24 08:00:00,Shift B (Evening),480,480,0,None,858,842,16
SFT_00341,MCH_L1_03,2023-04-24 16:00:00,Shift C (Night),480,480,0,None,858,841,17
SFT_00342,MCH_L2_04,2023-04-25 00:00:00,Shift A (Morning),480,480,0,None,887,853,34
SFT_00343,MCH_L1_03,2023-04-25 08:00:00,Shift B (Evening),480,480,0,None,853,845,8
SFT_00344,MCH_L3_02,2023-04-25 16:00:00,Shift C (Night),480,480,0,None,902,885,17
SFT_00345,MCH_L3_02,2023-04-26 00:00:00,Shift A (Morning),480,398,82,Pressure Loss,702,678,24
SFT_00346,MCH_L1_03,2023-04-26 08:00:00,Shift B (Evening),480,480,0,None,929,910,19
SFT_00347,MCH_L3_03,2023-04-26 16:00:00,Shift C (Night),480,480,0,None,893,881,12
SFT_00348,MCH_L3_05,2023-04-27 00:00:00,Shift A (Morning),480,480,0,None,903,862,41
SFT_00349,MCH_L1_04,2023-04-27 08:00:00,Shift B (Evening),480,480,0,None,903,875,28
SFT_00350,MCH_L2_03,2023-04-27 16:00:00,Shift C (Night),480,480,0,None,911,882,29
SFT_00351,MCH_L2_02,2023-04-28 00:00:00,Shift A (Morning),480,480,0,None,884,872,12
SFT_00352,MCH_L3_04,2023-04-28 08:00:00,Shift B (Evening),480,452,28,Material Starvation,863,849,14
SFT_00353,MCH_L1_01,2023-04-28 16:00:00,Shift C (Night),480,480,0,None,875,850,25
SFT_00354,MCH_L1_01,2023-04-29 00:00:00,Shift A (Morning),480,480,0,None,902,879,23
SFT_00355,MCH_L2_03,2023-04-29 08:00:00,Shift B (Evening),480,480,0,None,877,842,35
SFT_00356,MCH_L1_02,2023-04-29 16:00:00,Shift C (Night),480,480,0,None,898,887,11
SFT_00357,MCH_L1_05,2023-04-30 00:00:00,Shift A (Morning),480,463,17,Calibration Lag,835,815,20
SFT_00358,MCH_L1_01,2023-04-30 08:00:00,Shift B (Evening),480,382,98,Tool Breakdown,717,686,31
SFT_00359,MCH_L3_05,2023-04-30 16:00:00,Shift C (Night),480,409,71,Pressure Loss,728,709,19
SFT_00360,MCH_L2_04,2023-05-01 00:00:00,Shift A (Morning),480,439,41,Tool Breakdown,789,760,29
SFT_00361,MCH_L3_03,2023-05-01 08:00:00,Shift B (Evening),480,480,0,None,887,865,22
SFT_00362,MCH_L2_02,2023-05-01 16:00:00,Shift C (Night),480,480,0,None,923,879,44
SFT_00363,MCH_L1_04,2023-05-02 00:00:00,Shift A (Morning),480,480,0,None,863,841,22
SFT_00364,MCH_L2_03,2023-05-02 08:00:00,Shift B (Evening),480,445,35,Tool Breakdown,797,782,15
SFT_00365,MCH_L1_02,2023-05-02 16:00:00,Shift C (Night),480,480,0,None,889,848,41
SFT_00366,MCH_L2_04,2023-05-03 00:00:00,Shift A (Morning),480,480,0,None,886,878,8
SFT_00367,MCH_L2_03,2023-05-03 08:00:00,Shift B (Evening),480,459,21,Tool Breakdown,880,852,28
SFT_00368,MCH_L2_02,2023-05-03 16:00:00,Shift C (Night),480,429,51,Tool Breakdown,811,781,30
SFT_00369,MCH_L2_04,2023-05-04 00:00:00,Shift A (Morning),480,480,0,None,851,842,9
SFT_00370,MCH_L1_04,2023-05-04 08:00:00,Shift B (Evening),480,480,0,None,913,878,35
SFT_00371,MCH_L2_04,2023-05-04 16:00:00,Shift C (Night),480,453,27,Material Starvation,852,810,42
SFT_00372,MCH_L2_03,2023-05-05 00:00:00,Shift A (Morning),480,404,76,Pressure Loss,739,722,17
SFT_00373,MCH_L3_01,2023-05-05 08:00:00,Shift B (Evening),480,480,0,None,885,841,44
SFT_00374,MCH_L2_05,2023-05-05 16:00:00,Shift C (Night),480,480,0,None,925,880,45
SFT_00375,MCH_L2_03,2023-05-06 00:00:00,Shift A (Morning),480,480,0,None,887,873,14
SFT_00376,MCH_L3_05,2023-05-06 08:00:00,Shift B (Evening),480,480,0,None,871,835,36
SFT_00377,MCH_L1_01,2023-05-06 16:00:00,Shift C (Night),480,480,0,None,913,884,29
SFT_00378,MCH_L1_05,2023-05-07 00:00:00,Shift A (Morning),480,480,0,None,919,896,23
SFT_00379,MCH_L1_03,2023-05-07 08:00:00,Shift B (Evening),480,480,0,None,880,842,38
SFT_00380,MCH_L3_02,2023-05-07 16:00:00,Shift C (Night),480,480,0,None,927,916,11
SFT_00381,MCH_L1_01,2023-05-08 00:00:00,Shift A (Morning),480,480,0,None,858,847,11
SFT_00382,MCH_L1_01,2023-05-08 08:00:00,Shift B (Evening),480,475,5,Pressure Loss,911,896,15
SFT_00383,MCH_L1_04,2023-05-08 16:00:00,Shift C (Night),480,473,7,Tool Breakdown,916,904,12
SFT_00384,MCH_L2_05,2023-05-09 00:00:00,Shift A (Morning),480,442,38,Tool Breakdown,804,769,35
SFT_00385,MCH_L2_04,2023-05-09 08:00:00,Shift B (Evening),480,316,164,Material Starvation,580,571,9
SFT_00386,MCH_L1_02,2023-05-09 16:00:00,Shift C (Night),480,346,134,Tool Breakdown,627,611,16
SFT_00387,MCH_L1_05,2023-05-10 00:00:00,Shift A (Morning),480,480,0,None,868,843,25
SFT_00388,MCH_L3_02,2023-05-10 08:00:00,Shift B (Evening),480,480,0,None,861,826,35
SFT_00389,MCH_L1_03,2023-05-10 16:00:00,Shift C (Night),480,460,20,Tool Breakdown,898,864,34
SFT_00390,MCH_L3_04,2023-05-11 00:00:00,Shift A (Morning),480,480,0,None,851,818,33
SFT_00391,MCH_L1_01,2023-05-11 08:00:00,Shift B (Evening),480,480,0,None,847,832,15
SFT_00392,MCH_L3_01,2023-05-11 16:00:00,Shift C (Night),480,394,86,Material Starvation,694,670,24
SFT_00393,MCH_L2_01,2023-05-12 00:00:00,Shift A (Morning),480,480,0,None,898,871,27
SFT_00394,MCH_L3_01,2023-05-12 08:00:00,Shift B (Evening),480,480,0,None,919,882,37
SFT_00395,MCH_L2_03,2023-05-12 16:00:00,Shift C (Night),480,480,0,None,914,886,28
SFT_00396,MCH_L2_02,2023-05-13 00:00:00,Shift A (Morning),480,480,0,None,890,853,37
SFT_00397,MCH_L2_02,2023-05-13 08:00:00,Shift B (Evening),480,480,0,None,862,835,27
SFT_00398,MCH_L1_01,2023-05-13 16:00:00,Shift C (Night),480,470,10,Tool Breakdown,882,839,43
SFT_00399,MCH_L1_03,2023-05-14 00:00:00,Shift A (Morning),480,480,0,None,878,841,37
SFT_00400,MCH_L3_03,2023-05-14 08:00:00,Shift B (Evening),480,473,7,Calibration Lag,867,834,33
SFT_00401,MCH_L3_03,2023-05-14 16:00:00,Shift C (Night),480,480,0,None,849,822,27
SFT_00402,MCH_L2_05,2023-05-15 00:00:00,Shift A (Morning),480,480,0,None,876,854,22
SFT_00403,MCH_L1_02,2023-05-15 08:00:00,Shift B (Evening),480,444,36,Material Starvation,812,789,23
SFT_00404,MCH_L3_05,2023-05-15 16:00:00,Shift C (Night),480,477,3,Material Starvation,915,899,16
SFT_00405,MCH_L2_03,2023-05-16 00:00:00,Shift A (Morning),480,480,0,None,870,833,37
SFT_00406,MCH_L1_05,2023-05-16 08:00:00,Shift B (Evening),480,480,0,None,879,842,37
SFT_00407,MCH_L3_05,2023-05-16 16:00:00,Shift C (Night),480,480,0,None,908,888,20
SFT_00408,MCH_L2_03,2023-05-17 00:00:00,Shift A (Morning),480,480,0,None,930,887,43
SFT_00409,MCH_L1_01,2023-05-17 08:00:00,Shift B (Evening),480,480,0,None,872,841,31
SFT_00410,MCH_L3_01,2023-05-17 16:00:00,Shift C (Night),480,464,16,Calibration Lag,846,813,33
SFT_00411,MCH_L3_01,2023-05-18 00:00:00,Shift A (Morning),480,480,0,None,896,864,32
SFT_00412,MCH_L2_04,2023-05-18 08:00:00,Shift B (Evening),480,480,0,None,899,883,16
SFT_00413,MCH_L3_05,2023-05-18 16:00:00,Shift C (Night),480,480,0,None,927,902,25
SFT_00414,MCH_L1_04,2023-05-19 00:00:00,Shift A (Morning),480,480,0,None,869,852,17
SFT_00415,MCH_L3_05,2023-05-19 08:00:00,Shift B (Evening),480,480,0,None,895,870,25
SFT_00416,MCH_L1_02,2023-05-19 16:00:00,Shift C (Night),480,433,47,Calibration Lag,807,768,39
SFT_00417,MCH_L2_03,2023-05-20 00:00:00,Shift A (Morning),480,480,0,None,891,852,39
SFT_00418,MCH_L3_02,2023-05-20 08:00:00,Shift B (Evening),480,480,0,None,876,838,38
SFT_00419,MCH_L1_04,2023-05-20 16:00:00,Shift C (Night),480,450,30,Calibration Lag,846,809,37
SFT_00420,MCH_L3_01,2023-05-21 00:00:00,Shift A (Morning),480,409,71,Material Starvation,720,704,16
SFT_00421,MCH_L1_01,2023-05-21 08:00:00,Shift B (Evening),480,480,0,None,917,900,17
SFT_00422,MCH_L3_01,2023-05-21 16:00:00,Shift C (Night),480,458,22,Tool Breakdown,818,810,8
SFT_00423,MCH_L3_01,2023-05-22 00:00:00,Shift A (Morning),480,480,0,None,882,870,12
SFT_00424,MCH_L1_02,2023-05-22 08:00:00,Shift B (Evening),480,478,2,Pressure Loss,877,846,31
SFT_00425,MCH_L1_01,2023-05-22 16:00:00,Shift C (Night),480,480,0,None,902,883,19
SFT_00426,MCH_L1_03,2023-05-23 00:00:00,Shift A (Morning),480,461,19,Pressure Loss,811,798,13
SFT_00427,MCH_L1_02,2023-05-23 08:00:00,Shift B (Evening),480,480,0,None,870,847,23
SFT_00428,MCH_L2_03,2023-05-23 16:00:00,Shift C (Night),480,480,0,None,851,839,12
SFT_00429,MCH_L3_04,2023-05-24 00:00:00,Shift A (Morning),480,480,0,None,880,849,31
SFT_00430,MCH_L2_02,2023-05-24 08:00:00,Shift B (Evening),480,480,0,None,869,838,31
SFT_00431,MCH_L3_05,2023-05-24 16:00:00,Shift C (Night),480,480,0,None,900,873,27
SFT_00432,MCH_L2_03,2023-05-25 00:00:00,Shift A (Morning),480,435,45,Tool Breakdown,806,784,22
SFT_00433,MCH_L3_01,2023-05-25 08:00:00,Shift B (Evening),480,480,0,None,926,910,16
SFT_00434,MCH_L2_04,2023-05-25 16:00:00,Shift C (Night),480,480,0,None,924,882,42
SFT_00435,MCH_L1_02,2023-05-26 00:00:00,Shift A (Morning),480,480,0,None,890,847,43
SFT_00436,MCH_L2_05,2023-05-26 08:00:00,Shift B (Evening),480,477,3,Material Starvation,844,834,10
SFT_00437,MCH_L2_01,2023-05-26 16:00:00,Shift C (Night),480,480,0,None,880,871,9
SFT_00438,MCH_L1_04,2023-05-27 00:00:00,Shift A (Morning),480,471,9,Tool Breakdown,884,849,35
SFT_00439,MCH_L1_02,2023-05-27 08:00:00,Shift B (Evening),480,414,66,Tool Breakdown,780,748,32
SFT_00440,MCH_L1_02,2023-05-27 16:00:00,Shift C (Night),480,479,1,Material Starvation,898,873,25
SFT_00441,MCH_L1_03,2023-05-28 00:00:00,Shift A (Morning),480,480,0,None,923,884,39
SFT_00442,MCH_L2_01,2023-05-28 08:00:00,Shift B (Evening),480,480,0,None,852,837,15
SFT_00443,MCH_L3_01,2023-05-28 16:00:00,Shift C (Night),480,480,0,None,896,882,14
SFT_00444,MCH_L3_05,2023-05-29 00:00:00,Shift A (Morning),480,472,8,Material Starvation,864,853,11
SFT_00445,MCH_L2_03,2023-05-29 08:00:00,Shift B (Evening),480,480,0,None,878,868,10
SFT_00446,MCH_L1_02,2023-05-29 16:00:00,Shift C (Night),480,333,147,Tool Breakdown,589,565,24
SFT_00447,MCH_L3_05,2023-05-30 00:00:00,Shift A (Morning),480,480,0,None,865,838,27
SFT_00448,MCH_L2_05,2023-05-30 08:00:00,Shift B (Evening),480,480,0,None,935,922,13
SFT_00449,MCH_L3_05,2023-05-30 16:00:00,Shift C (Night),480,480,0,None,928,891,37
SFT_00450,MCH_L2_03,2023-05-31 00:00:00,Shift A (Morning),480,381,99,Tool Breakdown,671,657,14
SFT_00451,MCH_L1_04,2023-05-31 08:00:00,Shift B (Evening),480,480,0,None,936,907,29
SFT_00452,MCH_L3_05,2023-05-31 16:00:00,Shift C (Night),480,480,0,None,911,874,37
SFT_00453,MCH_L1_01,2023-06-01 00:00:00,Shift A (Morning),480,480,0,None,933,906,27
SFT_00454,MCH_L1_01,2023-06-01 08:00:00,Shift B (Evening),480,480,0,None,914,903,11
SFT_00455,MCH_L3_01,2023-06-01 16:00:00,Shift C (Night),480,480,0,None,894,857,37
SFT_00456,MCH_L3_01,2023-06-02 00:00:00,Shift A (Morning),480,480,0,None,915,871,44
SFT_00457,MCH_L1_02,2023-06-02 08:00:00,Shift B (Evening),480,480,0,None,881,848,33
SFT_00458,MCH_L1_04,2023-06-02 16:00:00,Shift C (Night),480,431,49,Calibration Lag,771,761,10
SFT_00459,MCH_L1_04,2023-06-03 00:00:00,Shift A (Morning),480,480,0,None,896,859,37
SFT_00460,MCH_L3_04,2023-06-03 08:00:00,Shift B (Evening),480,395,85,Material Starvation,713,681,32
SFT_00461,MCH_L2_04,2023-06-03 16:00:00,Shift C (Night),480,480,0,None,855,839,16
SFT_00462,MCH_L3_02,2023-06-04 00:00:00,Shift A (Morning),480,446,34,Tool Breakdown,865,846,19
SFT_00463,MCH_L3_02,2023-06-04 08:00:00,Shift B (Evening),480,444,36,Tool Breakdown,842,823,19
SFT_00464,MCH_L3_01,2023-06-04 16:00:00,Shift C (Night),480,364,116,Tool Breakdown,704,692,12
SFT_00465,MCH_L2_02,2023-06-05 00:00:00,Shift A (Morning),480,480,0,None,887,844,43
SFT_00466,MCH_L1_01,2023-06-05 08:00:00,Shift B (Evening),480,480,0,None,909,865,44
SFT_00467,MCH_L1_01,2023-06-05 16:00:00,Shift C (Night),480,480,0,None,857,840,17
SFT_00468,MCH_L1_05,2023-06-06 00:00:00,Shift A (Morning),480,471,9,Tool Breakdown,835,800,35
SFT_00469,MCH_L1_04,2023-06-06 08:00:00,Shift B (Evening),480,480,0,None,875,857,18
SFT_00470,MCH_L2_01,2023-06-06 16:00:00,Shift C (Night),480,480,0,None,904,885,19
SFT_00471,MCH_L1_01,2023-06-07 00:00:00,Shift A (Morning),480,480,0,None,901,861,40
SFT_00472,MCH_L2_03,2023-06-07 08:00:00,Shift B (Evening),480,480,0,None,893,873,20
SFT_00473,MCH_L1_02,2023-06-07 16:00:00,Shift C (Night),480,453,27,Material Starvation,839,800,39
SFT_00474,MCH_L3_03,2023-06-08 00:00:00,Shift A (Morning),480,480,0,None,916,872,44
SFT_00475,MCH_L2_03,2023-06-08 08:00:00,Shift B (Evening),480,467,13,Tool Breakdown,885,859,26
SFT_00476,MCH_L2_04,2023-06-08 16:00:00,Shift C (Night),480,480,0,None,920,897,23
SFT_00477,MCH_L3_03,2023-06-09 00:00:00,Shift A (Morning),480,480,0,None,869,859,10
SFT_00478,MCH_L3_01,2023-06-09 08:00:00,Shift B (Evening),480,480,0,None,913,887,26
SFT_00479,MCH_L2_04,2023-06-09 16:00:00,Shift C (Night),480,453,27,Tool Breakdown,842,834,8
SFT_00480,MCH_L2_05,2023-06-10 00:00:00,Shift A (Morning),480,480,0,None,877,836,41
SFT_00481,MCH_L2_02,2023-06-10 08:00:00,Shift B (Evening),480,480,0,None,853,824,29
SFT_00482,MCH_L3_04,2023-06-10 16:00:00,Shift C (Night),480,399,81,Tool Breakdown,750,726,24
SFT_00483,MCH_L2_03,2023-06-11 00:00:00,Shift A (Morning),480,480,0,None,910,884,26
SFT_00484,MCH_L2_05,2023-06-11 08:00:00,Shift B (Evening),480,480,0,None,883,874,9
SFT_00485,MCH_L1_04,2023-06-11 16:00:00,Shift C (Night),480,480,0,None,913,898,15
SFT_00486,MCH_L1_01,2023-06-12 00:00:00,Shift A (Morning),480,480,0,None,856,831,25
SFT_00487,MCH_L1_01,2023-06-12 08:00:00,Shift B (Evening),480,473,7,Tool Breakdown,920,909,11
SFT_00488,MCH_L3_03,2023-06-12 16:00:00,Shift C (Night),480,480,0,None,927,908,19
SFT_00489,MCH_L1_02,2023-06-13 00:00:00,Shift A (Morning),480,444,36,Calibration Lag,802,776,26
SFT_00490,MCH_L2_04,2023-06-13 08:00:00,Shift B (Evening),480,436,44,Pressure Loss,798,776,22
SFT_00491,MCH_L3_02,2023-06-13 16:00:00,Shift C (Night),480,333,147,Calibration Lag,606,586,20
SFT_00492,MCH_L1_04,2023-06-14 00:00:00,Shift A (Morning),480,451,29,Pressure Loss,880,838,42
SFT_00493,MCH_L1_02,2023-06-14 08:00:00,Shift B (Evening),480,480,0,None,938,922,16
SFT_00494,MCH_L1_01,2023-06-14 16:00:00,Shift C (Night),480,480,0,None,896,864,32
SFT_00495,MCH_L2_01,2023-06-15 00:00:00,Shift A (Morning),480,480,0,None,896,853,43
SFT_00496,MCH_L3_03,2023-06-15 08:00:00,Shift B (Evening),480,480,0,None,864,839,25
SFT_00497,MCH_L2_05,2023-06-15 16:00:00,Shift C (Night),480,480,0,None,855,828,27
SFT_00498,MCH_L1_04,2023-06-16 00:00:00,Shift A (Morning),480,480,0,None,886,875,11
SFT_00499,MCH_L2_01,2023-06-16 08:00:00,Shift B (Evening),480,402,78,Tool Breakdown,721,692,29
SFT_00500,MCH_L3_05,2023-06-16 16:00:00,Shift C (Night),480,480,0,None,905,888,17
SFT_00501,MCH_L1_02,2023-06-17 00:00:00,Shift A (Morning),480,480,0,None,867,855,12
SFT_00502,MCH_L3_01,2023-06-17 08:00:00,Shift B (Evening),480,378,102,Material Starvation,683,660,23
SFT_00503,MCH_L3_05,2023-06-17 16:00:00,Shift C (Night),480,475,5,Material Starvation,842,805,37
SFT_00504,MCH_L1_05,2023-06-18 00:00:00,Shift A (Morning),480,480,0,None,923,894,29
SFT_00505,MCH_L3_03,2023-06-18 08:00:00,Shift B (Evening),480,480,0,None,860,827,33
SFT_00506,MCH_L2_05,2023-06-18 16:00:00,Shift C (Night),480,480,0,None,882,859,23
SFT_00507,MCH_L3_02,2023-06-19 00:00:00,Shift A (Morning),480,480,0,None,875,854,21
SFT_00508,MCH_L3_01,2023-06-19 08:00:00,Shift B (Evening),480,427,53,Calibration Lag,757,731,26
SFT_00509,MCH_L2_02,2023-06-19 16:00:00,Shift C (Night),480,480,0,None,901,873,28
SFT_00510,MCH_L1_01,2023-06-20 00:00:00,Shift A (Morning),480,480,0,None,845,837,8
SFT_00511,MCH_L1_05,2023-06-20 08:00:00,Shift B (Evening),480,480,0,None,862,852,10
SFT_00512,MCH_L3_01,2023-06-20 16:00:00,Shift C (Night),480,471,9,Calibration Lag,898,876,22
SFT_00513,MCH_L2_05,2023-06-21 00:00:00,Shift A (Morning),480,480,0,None,912,868,44
SFT_00514,MCH_L2_01,2023-06-21 08:00:00,Shift B (Evening),480,480,0,None,909,873,36
SFT_00515,MCH_L1_02,2023-06-21 16:00:00,Shift C (Night),480,477,3,Calibration Lag,894,857,37
SFT_00516,MCH_L2_03,2023-06-22 00:00:00,Shift A (Morning),480,480,0,None,876,841,35
SFT_00517,MCH_L2_01,2023-06-22 08:00:00,Shift B (Evening),480,480,0,None,925,905,20
