log_id,machine_id,timestamp,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_minutes,failure_type,machine_failed
LOG_0000678,MCH_L3_03,2023-01-15 02:30:00,306.87,317.29,1609,58.22,188,No Failure,0
LOG_0000679,MCH_L3_03,2023-01-15 03:00:00,300.36,309.92,1487,35.39,131,No Failure,0
LOG_0000680,MCH_L3_02,2023-01-15 03:30:00,295.43,306.2,1579,53.54,106,Power Failure,1
LOG_0000681,MCH_L3_05,2023-01-15 04:00:00,301.14,310.46,1357,48.61,33,No Failure,0
LOG_0000682,MCH_L3_04,2023-01-15 04:30:00,302.15,312.87,1600,36.18,216,No Failure,0
LOG_0000683,MCH_L1_02,2023-01-15 05:00:00,297.71,306.62,1572,40.9,7,No Failure,0
LOG_0000684,MCH_L3_03,2023-01-15 05:30:00,298.39,307.66,1759,31.86,31,No Failure,0
LOG_0000685,MCH_L1_03,2023-01-15 06:00:00,298.13,309.01,1692,48.08,145,No Failure,0
LOG_0000686,MCH_L1_02,2023-01-15 06:30:00,298.67,308.05,1612,31.97,167,No Failure,0
LOG_0000687,MCH_L1_03,2023-01-15 07:00:00,299.57,308.16,1435,44.28,74,No Failure,0
LOG_0000688,MCH_L2_02,2023-01-15 07:30:00,297.85,309.93,1393,56.39,183,No Failure,0
LOG_0000689,MCH_L1_01,2023-01-15 08:00:00,296.91,306.87,1412,35.35,36,No Failure,0
LOG_0000690,MCH_L2_05,2023-01-15 08:30:00,300.44,311.01,1561,43.79,230,Tool Wear,1
LOG_0000691,MCH_L2_03,2023-01-15 09:00:00,299.54,306.83,1655,28.14,182,No Failure,0
LOG_0000692,MCH_L3_03,2023-01-15 09:30:00,298.91,310.51,1354,41.21,35,No Failure,0
LOG_0000693,MCH_L2_05,2023-01-15 10:00:00,300.21,313.39,1398,32.24,9,No Failure,0
LOG_0000694,MCH_L2_05,2023-01-15 10:30:00,296.2,307.69,1504,42.93,69,No Failure,0
LOG_0000695,MCH_L2_05,2023-01-15 11:00:00,300.66,312.32,1363,36.3,236,No Failure,0
LOG_0000696,MCH_L3_04,2023-01-15 11:30:00,298.96,308.47,1449,32.43,207,No Failure,0
LOG_0000697,MCH_L1_02,2023-01-15 12:00:00,300.6,310.9,1649,39.68,117,No Failure,0
LOG_0000698,MCH_L1_03,2023-01-15 12:30:00,301.0,311.59,1586,18.31,216,No Failure,0
LOG_0000699,MCH_L2_04,2023-01-15 13:00:00,302.83,311.99,1599,31.88,190,No Failure,0
LOG_0000700,MCH_L2_02,2023-01-15 13:30:00,300.26,310.11,1381,61.0,161,No Failure,0
LOG_0000701,MCH_L1_04,2023-01-15 14:00:00,302.67,311.47,1290,38.9,94,No Failure,0
LOG_0000702,MCH_L2_05,2023-01-15 14:30:00,299.2,308.73,1448,36.8,238,No Failure,0
LOG_0000703,MCH_L1_05,2023-01-15 15:00:00,299.31,310.32,1220,44.02,71,No Failure,0
LOG_0000704,MCH_L1_02,2023-01-15 15:30:00,299.77,307.65,1554,49.85,144,Heat Dissipation,1
LOG_0000705,MCH_L3_03,2023-01-15 16:00:00,301.94,313.08,1589,54.88,122,Power Failure,1
LOG_0000706,MCH_L3_01,2023-01-15 16:30:00,301.58,309.69,1405,40.43,60,No Failure,0
LOG_0000707,MCH_L3_03,2023-01-15 17:00:00,300.34,310.4,1569,39.24,205,No Failure,0
LOG_0000708,MCH_L2_03,2023-01-15 17:30:00,296.93,307.1,1569,44.27,221,No Failure,0
LOG_0000709,MCH_L1_04,2023-01-15 18:00:00,301.53,312.22,1365,41.5,145,No Failure,0
LOG_0000710,MCH_L2_04,2023-01-15 18:30:00,297.85,307.63,1452,39.58,188,No Failure,0
LOG_0000711,MCH_L1_05,2023-01-15 19:00:00,297.71,306.46,1443,46.12,237,No Failure,0
LOG_0000712,MCH_L3_03,2023-01-15 19:30:00,297.15,307.37,1611,45.99,35,No Failure,0
LOG_0000713,MCH_L2_04,2023-01-15 20:00:00,299.79,312.4,1587,41.51,212,No Failure,0
LOG_0000714,MCH_L1_04,2023-01-15 20:30:00,303.03,313.01,1568,61.5,180,No Failure,0
LOG_0000715,MCH_L2_05,2023-01-15 21:00:00,297.59,306.53,1432,57.21,222,Heat Dissipation,1
LOG_0000716,MCH_L1_05,2023-01-15 21:30:00,304.2,313.64,1663,45.72,160,No Failure,0
LOG_0000717,MCH_L2_04,2023-01-15 22:00:00,302.27,312.45,1521,50.85,150,No Failure,0
LOG_0000718,MCH_L2_03,2023-01-15 22:30:00,296.34,306.02,1559,35.27,191,No Failure,0
LOG_0000719,MCH_L1_03,2023-01-15 23:00:00,299.04,308.55,1707,41.26,37,No Failure,0
LOG_0000720,MCH_L1_01,2023-01-15 23:30:00,297.4,308.99,1579,47.21,196,No Failure,0
LOG_0000721,MCH_L1_03,2023-01-16 00:00:00,301.66,312.28,1485,52.86,206,No Failure,0
LOG_0000722,MCH_L1_04,2023-01-16 00:30:00,297.53,307.39,1440,32.21,157,No Failure,0
LOG_0000723,MCH_L1_02,2023-01-16 01:00:00,295.95,305.82,1291,35.41,143,No Failure,0
LOG_0000724,MCH_L1_01,2023-01-16 01:30:00,299.19,309.4,1312,41.68,181,No Failure,0
LOG_0000725,MCH_L2_02,2023-01-16 02:00:00,302.92,313.59,1602,53.97,186,No Failure,0
LOG_0000726,MCH_L2_03,2023-01-16 02:30:00,299.52,311.06,1262,41.66,103,No Failure,0
LOG_0000727,MCH_L2_02,2023-01-16 03:00:00,301.0,310.51,1621,50.8,220,No Failure,0
LOG_0000728,MCH_L3_04,2023-01-16 03:30:00,301.09,309.9,1596,39.65,91,No Failure,0
LOG_0000729,MCH_L1_05,2023-01-16 04:00:00,296.22,305.55,1396,47.21,5,No Failure,0
LOG_0000730,MCH_L3_02,2023-01-16 04:30:00,297.75,306.7,1521,31.74,132,No Failure,0
LOG_0000731,MCH_L1_01,2023-01-16 05:00:00,300.02,308.19,1569,34.59,229,No Failure,0
LOG_0000732,MCH_L2_02,2023-01-16 05:30:00,298.61,310.3,1511,38.87,216,Heat Dissipation,1
LOG_0000733,MCH_L3_03,2023-01-16 06:00:00,304.26,315.29,1647,30.82,91,No Failure,0
LOG_0000734,MCH_L2_02,2023-01-16 06:30:00,296.93,304.19,1332,30.33,0,No Failure,0
LOG_0000735,MCH_L2_04,2023-01-16 07:00:00,297.73,307.99,1560,37.16,13,No Failure,0
LOG_0000736,MCH_L1_03,2023-01-16 07:30:00,300.73,310.28,1426,28.12,82,No Failure,0
LOG_0000737,MCH_L2_04,2023-01-16 08:00:00,298.43,307.83,1291,39.45,30,No Failure,0
LOG_0000738,MCH_L3_04,2023-01-16 08:30:00,292.77,299.79,1360,42.85,178,No Failure,0
LOG_0000739,MCH_L1_01,2023-01-16 09:00:00,304.84,314.81,1437,33.3,120,No Failure,0
LOG_0000740,MCH_L1_01,2023-01-16 09:30:00,297.31,307.4,1502,37.41,78,No Failure,0
LOG_0000741,MCH_L3_04,2023-01-16 10:00:00,301.4,309.99,1391,37.17,146,No Failure,0
LOG_0000742,MCH_L1_04,2023-01-16 10:30:00,296.87,308.82,1439,53.5,101,No Failure,0
LOG_0000743,MCH_L2_04,2023-01-16 11:00:00,297.84,308.79,1452,41.36,31,No Failure,0
LOG_0000744,MCH_L2_01,2023-01-16 11:30:00,295.94,304.66,1394,59.19,56,No Failure,0
LOG_0000745,MCH_L3_03,2023-01-16 12:00:00,298.15,309.38,1432,36.49,30,No Failure,0
LOG_0000746,MCH_L3_01,2023-01-16 12:30:00,298.39,307.83,1568,36.47,57,No Failure,0
LOG_0000747,MCH_L1_03,2023-01-16 13:00:00,299.67,310.94,1697,49.78,228,No Failure,0
LOG_0000748,MCH_L1_01,2023-01-16 13:30:00,299.07,307.34,1525,18.57,153,No Failure,0
LOG_0000749,MCH_L1_04,2023-01-16 14:00:00,296.4,306.6,1515,46.63,47,No Failure,0
LOG_0000750,MCH_L3_02,2023-01-16 14:30:00,298.69,307.23,1490,39.21,122,No Failure,0
LOG_0000751,MCH_L3_03,2023-01-16 15:00:00,303.62,312.62,1453,40.96,40,No Failure,0
LOG_0000752,MCH_L2_04,2023-01-16 15:30:00,303.32,311.0,1569,37.15,152,No Failure,0
LOG_0000753,MCH_L1_03,2023-01-16 16:00:00,301.14,309.66,1617,45.01,174,No Failure,0
LOG_0000754,MCH_L3_02,2023-01-16 16:30:00,301.66,310.17,1360,24.3,181,No Failure,0
LOG_0000755,MCH_L2_04,2023-01-16 17:00:00,305.15,313.51,1624,33.68,231,No Failure,0
LOG_0000756,MCH_L2_02,2023-01-16 17:30:00,301.43,311.66,1695,56.65,120,No Failure,0
LOG_0000757,MCH_L3_02,2023-01-16 18:00:00,301.61,309.49,1379,40.54,184,No Failure,0
LOG_0000758,MCH_L3_04,2023-01-16 18:30:00,296.09,306.45,1610,29.95,199,No Failure,0
LOG_0000759,MCH_L3_05,2023-01-16 19:00:00,297.22,308.43,1696,40.53,60,Overstrain,1
LOG_0000760,MCH_L1_04,2023-01-16 19:30:00,299.92,308.85,1585,46.35,131,No Failure,0
LOG_0000761,MCH_L1_03,2023-01-16 20:00:00,297.98,307.88,1478,40.82,158,No Failure,0
LOG_0000762,MCH_L2_05,2023-01-16 20:30:00,297.51,307.11,1593,39.04,119,No Failure,0
LOG_0000763,MCH_L3_05,2023-01-16 21:00:00,297.79,307.3,1402,34.98,95,No Failure,0
LOG_0000764,MCH_L1_05,2023-01-16 21:30:00,296.44,303.37,1462,29.24,225,No Failure,0
LOG_0000765,MCH_L1_05,2023-01-16 22:00:00,298.02,306.67,1412,24.1,111,No Failure,0
LOG_0000766,MCH_L1_03,2023-01-16 22:30:00,300.85,312.6,1338,32.93,194,No Failure,0
LOG_0000767,MCH_L3_02,2023-01-16 23:00:00,304.49,314.88,1504,51.16,40,No Failure,0
LOG_0000768,MCH_L2_04,2023-01-16 23:30:00,301.99,311.7,1536,36.39,25,No Failure,0
LOG_0000769,MCH_L1_04,2023-01-17 00:00:00,301.59,309.17,1579,38.62,195,Power Failure,1
LOG_0000770,MCH_L3_01,2023-01-17 00:30:00,295.94,306.65,962,27.06,193,No Failure,0
LOG_0000771,MCH_L1_05,2023-01-17 01:00:00,300.3,309.21,1521,40.05,18,No Failure,0
LOG_0000772,MCH_L1_04,2023-01-17 01:30:00,299.83,308.35,1509,36.57,86,No Failure,0
LOG_0000773,MCH_L1_05,2023-01-17 02:00:00,300.73,309.37,1369,37.17,24,No Failure,0
LOG_0000774,MCH_L2_02,2023-01-17 02:30:00,299.1,309.71,1446,34.95,46,Heat Dissipation,1
LOG_0000775,MCH_L2_04,2023-01-17 03:00:00,304.16,314.07,1590,35.07,198,Tool Wear,1
LOG_0000776,MCH_L2_02,2023-01-17 03:30:00,300.13,311.17,1511,37.93,7,Heat Dissipation,1
LOG_0000777,MCH_L3_03,2023-01-17 04:00:00,300.38,311.73,1497,39.73,2,No Failure,0
LOG_0000778,MCH_L1_05,2023-01-17 04:30:00,295.09,304.2,1607,20.79,214,No Failure,0
LOG_0000779,MCH_L2_05,2023-01-17 05:00:00,299.73,309.68,1777,25.71,238,No Failure,0
LOG_0000780,MCH_L2_05,2023-01-17 05:30:00,302.87,312.51,1470,35.52,32,No Failure,0
LOG_0000781,MCH_L2_02,2023-01-17 06:00:00,301.39,309.76,1529,47.84,111,No Failure,0
LOG_0000782,MCH_L3_04,2023-01-17 06:30:00,294.61,303.15,1393,27.96,155,No Failure,0
LOG_0000783,MCH_L3_05,2023-01-17 07:00:00,298.88,308.68,1757,44.93,21,No Failure,0
LOG_0000784,MCH_L2_05,2023-01-17 07:30:00,304.33,314.26,1435,54.08,98,No Failure,0
LOG_0000785,MCH_L1_05,2023-01-17 08:00:00,299.62,309.55,1283,37.73,97,No Failure,0
LOG_0000786,MCH_L1_03,2023-01-17 08:30:00,300.81,310.75,1574,36.19,29,No Failure,0
LOG_0000787,MCH_L2_02,2023-01-17 09:00:00,304.05,313.07,1306,44.57,46,No Failure,0
LOG_0000788,MCH_L3_03,2023-01-17 09:30:00,299.61,312.16,1655,40.93,163,No Failure,0
LOG_0000789,MCH_L3_01,2023-01-17 10:00:00,301.98,312.26,1570,34.71,58,No Failure,0
LOG_0000790,MCH_L3_01,2023-01-17 10:30:00,301.03,310.34,1376,42.32,13,No Failure,0
LOG_0000791,MCH_L1_02,2023-01-17 11:00:00,301.56,312.04,1580,34.17,72,No Failure,0
LOG_0000792,MCH_L3_05,2023-01-17 11:30:00,300.95,309.93,1459,51.7,213,No Failure,0
LOG_0000793,MCH_L3_02,2023-01-17 12:00:00,298.63,308.66,1551,38.18,219,No Failure,0
LOG_0000794,MCH_L2_04,2023-01-17 12:30:00,298.88,309.36,1346,43.6,104,No Failure,0
LOG_0000795,MCH_L2_05,2023-01-17 13:00:00,297.86,308.52,1338,54.15,13,No Failure,0
LOG_0000796,MCH_L2_05,2023-01-17 13:30:00,295.9,304.39,1538,38.46,206,No Failure,0
LOG_0000797,MCH_L3_02,2023-01-17 14:00:00,303.11,316.74,1726,33.61,183,No Failure,0
LOG_0000798,MCH_L1_01,2023-01-17 14:30:00,300.03,311.45,1422,35.13,228,Power Failure,1
LOG_0000799,MCH_L3_03,2023-01-17 15:00:00,302.99,315.43,1413,39.97,151,No Failure,0
LOG_0000800,MCH_L2_01,2023-01-17 15:30:00,303.91,313.6,1459,38.78,225,No Failure,0
LOG_0000801,MCH_L2_02,2023-01-17 16:00:00,300.13,310.43,1341,38.48,48,No Failure,0
LOG_0000802,MCH_L3_04,2023-01-17 16:30:00,296.72,306.76,1566,42.97,170,No Failure,0
LOG_0000803,MCH_L3_03,2023-01-17 17:00:00,299.51,308.85,1608,41.04,236,No Failure,0
LOG_0000804,MCH_L2_03,2023-01-17 17:30:00,298.32,309.23,1557,36.07,235,No Failure,0
LOG_0000805,MCH_L2_05,2023-01-17 18:00:00,295.05,303.99,1479,40.09,2,Overstrain,1
LOG_0000806,MCH_L2_04,2023-01-17 18:30:00,298.75,309.59,1377,34.14,22,No Failure,0
LOG_0000807,MCH_L1_02,2023-01-17 19:00:00,299.82,309.22,1747,35.89,147,No Failure,0
LOG_0000808,MCH_L3_01,2023-01-17 19:30:00,298.39,308.87,1397,20.17,108,No Failure,0
LOG_0000809,MCH_L2_05,2023-01-17 20:00:00,298.07,309.82,1394,32.92,142,No Failure,0
LOG_0000810,MCH_L1_02,2023-01-17 20:30:00,296.81,306.65,1284,46.93,42,No Failure,0
LOG_0000811,MCH_L1_05,2023-01-17 21:00:00,300.49,311.43,1329,45.35,207,No Failure,0
LOG_0000812,MCH_L3_03,2023-01-17 21:30:00,304.67,314.06,1541,46.21,70,No Failure,0
LOG_0000813,MCH_L1_05,2023-01-17 22:00:00,303.2,311.78,1448,43.62,160,No Failure,0
LOG_0000814,MCH_L2_01,2023-01-17 22:30:00,301.63,313.62,1396,35.88,54,No Failure,0
LOG_0000815,MCH_L1_03,2023-01-17 23:00:00,301.69,312.59,1404,29.25,125,No Failure,0
LOG_0000816,MCH_L2_03,2023-01-17 23:30:00,299.67,309.51,1438,37.3,210,No Failure,0
LOG_0000817,MCH_L3_03,2023-01-18 00:00:00,295.49,306.33,1420,13.68,81,No Failure,0
LOG_0000818,MCH_L1_01,2023-01-18 00:30:00,299.08,307.86,1668,49.71,40,No Failure,0
LOG_0000819,MCH_L2_01,2023-01-18 01:00:00,297.58,308.11,1455,41.74,145,No Failure,0
LOG_0000820,MCH_L1_04,2023-01-18 01:30:00,300.39,310.65,1517,47.26,130,Tool Wear,1
LOG_0000821,MCH_L1_01,2023-01-18 02:00:00,303.08,313.86,1507,35.64,2,No Failure,0
LOG_0000822,MCH_L3_05,2023-01-18 02:30:00,304.93,316.9,1511,26.35,99,No Failure,0
LOG_0000823,MCH_L2_02,2023-01-18 03:00:00,300.16,311.9,1455,41.57,143,No Failure,0
LOG_0000824,MCH_L2_04,2023-01-18 03:30:00,295.83,304.16,1443,41.46,170,No Failure,0
LOG_0000825,MCH_L3_03,2023-01-18 04:00:00,300.16,307.77,1577,38.83,22,No Failure,0
LOG_0000826,MCH_L1_04,2023-01-18 04:30:00,300.22,310.51,1526,42.42,214,No Failure,0
LOG_0000827,MCH_L1_04,2023-01-18 05:00:00,301.7,311.9,1408,35.94,142,No Failure,0
LOG_0000828,MCH_L2_01,2023-01-18 05:30:00,299.95,308.59,1156,41.69,200,No Failure,0
LOG_0000829,MCH_L3_02,2023-01-18 06:00:00,300.17,309.02,1427,43.98,126,No Failure,0
LOG_0000830,MCH_L3_05,2023-01-18 06:30:00,298.42,307.5,1336,54.24,57,No Failure,0
LOG_0000831,MCH_L1_03,2023-01-18 07:00:00,299.22,310.82,1389,46.51,167,No Failure,0
LOG_0000832,MCH_L3_03,2023-01-18 07:30:00,301.28,310.71,1341,29.47,117,No Failure,0
LOG_0000833,MCH_L3_02,2023-01-18 08:00:00,294.98,303.18,1639,36.69,165,No Failure,0
LOG_0000834,MCH_L2_01,2023-01-18 08:30:00,299.21,309.13,1638,32.73,116,No Failure,0
LOG_0000835,MCH_L2_02,2023-01-18 09:00:00,301.72,311.72,1590,51.65,81,No Failure,0
LOG_0000836,MCH_L3_01,2023-01-18 09:30:00,304.1,312.86,1459,35.83,101,No Failure,0
LOG_0000837,MCH_L2_05,2023-01-18 10:00:00,299.0,309.71,1420,37.76,133,No Failure,0
LOG_0000838,MCH_L2_05,2023-01-18 10:30:00,302.96,314.32,1320,39.05,107,No Failure,0
LOG_0000839,MCH_L1_03,2023-01-18 11:00:00,304.23,313.8,1609,43.42,228,No Failure,0
LOG_0000840,MCH_L2_02,2023-01-18 11:30:00,299.04,307.24,1604,29.89,45,No Failure,0
LOG_0000841,MCH_L3_04,2023-01-18 12:00:00,298.6,308.27,1559,39.91,5,No Failure,0
LOG_0000842,MCH_L1_03,2023-01-18 12:30:00,299.54,309.9,1366,47.98,212,No Failure,0
LOG_0000843,MCH_L3_03,2023-01-18 13:00:00,299.8,307.21,1459,37.21,122,No Failure,0
LOG_0000844,MCH_L3_03,2023-01-18 13:30:00,302.73,313.31,1485,55.54,221,No Failure,0
LOG_0000845,MCH_L1_02,2023-01-18 14:00:00,298.07,307.62,1287,32.48,91,No Failure,0
LOG_0000846,MCH_L3_02,2023-01-18 14:30:00,303.85,313.9,1671,35.71,147,No Failure,0
LOG_0000847,MCH_L3_04,2023-01-18 15:00:00,298.0,307.65,1337,46.58,18,No Failure,0
LOG_0000848,MCH_L2_05,2023-01-18 15:30:00,296.84,305.94,1406,40.28,13,No Failure,0
LOG_0000849,MCH_L1_04,2023-01-18 16:00:00,301.31,311.18,1287,38.06,64,No Failure,0
LOG_0000850,MCH_L3_02,2023-01-18 16:30:00,303.08,312.47,1475,30.49,218,No Failure,0
LOG_0000851,MCH_L2_03,2023-01-18 17:00:00,300.45,310.02,1470,35.04,95,No Failure,0
LOG_0000852,MCH_L3_03,2023-01-18 17:30:00,301.09,310.03,1617,55.56,156,No Failure,0
LOG_0000853,MCH_L3_05,2023-01-18 18:00:00,304.89,315.53,1386,42.71,158,No Failure,0
LOG_0000854,MCH_L2_04,2023-01-18 18:30:00,303.11,314.59,1369,44.9,152,No Failure,0
LOG_0000855,MCH_L2_02,2023-01-18 19:00:00,300.08,309.03,1509,34.7,198,No Failure,0
LOG_0000856,MCH_L1_01,2023-01-18 19:30:00,298.92,308.78,1250,41.66,230,No Failure,0
LOG_0000857,MCH_L1_03,2023-01-18 20:00:00,302.74,311.43,1659,37.65,45,No Failure,0
LOG_0000858,MCH_L3_03,2023-01-18 20:30:00,302.07,312.54,1341,29.4,179,No Failure,0
LOG_0000859,MCH_L3_02,2023-01-18 21:00:00,301.05,311.32,1718,33.76,15,No Failure,0
LOG_0000860,MCH_L3_04,2023-01-18 21:30:00,299.18,308.49,1404,35.58,107,Heat Dissipation,1
LOG_0000861,MCH_L2_04,2023-01-18 22:00:00,299.81,309.71,1328,57.81,138,No Failure,0
LOG_0000862,MCH_L3_05,2023-01-18 22:30:00,299.63,310.67,1569,55.9,17,No Failure,0
LOG_0000863,MCH_L3_02,2023-01-18 23:00:00,299.22,307.29,1563,25.77,107,No Failure,0
LOG_0000864,MCH_L1_01,2023-01-18 23:30:00,298.5,306.95,1565,32.98,183,No Failure,0
LOG_0000865,MCH_L2_04,2023-01-19 00:00:00,300.66,311.36,1512,38.45,233,No Failure,0
LOG_0000866,MCH_L2_03,2023-01-19 00:30:00,298.38,308.45,1768,40.22,183,No Failure,0
LOG_0000867,MCH_L1_01,2023-01-19 01:00:00,300.44,310.36,1338,38.88,184,No Failure,0
LOG_0000868,MCH_L2_01,2023-01-19 01:30:00,294.75,305.88,1663,55.72,68,No Failure,0
LOG_0000869,MCH_L1_05,2023-01-19 02:00:00,298.5,309.35,1306,35.99,119,No Failure,0
LOG_0000870,MCH_L2_01,2023-01-19 02:30:00,302.75,314.81,1698,55.44,193,No Failure,0
LOG_0000871,MCH_L2_05,2023-01-19 03:00:00,297.75,308.82,1542,48.17,201,No Failure,0
LOG_0000872,MCH_L3_02,2023-01-19 03:30:00,301.48,312.11,1687,39.47,217,No Failure,0
LOG_0000873,MCH_L3_03,2023-01-19 04:00:00,297.96,307.9,1607,34.52,87,No Failure,0
LOG_0000874,MCH_L3_03,2023-01-19 04:30:00,301.94,311.77,1239,34.39,89,No Failure,0
LOG_0000875,MCH_L3_03,2023-01-19 05:00:00,299.26,309.26,1459,56.51,15,No Failure,0
LOG_0000876,MCH_L3_05,2023-01-19 05:30:00,299.16,309.43,1349,46.13,216,No Failure,0
LOG_0000877,MCH_L1_05,2023-01-19 06:00:00,300.14,308.69,1679,42.51,101,No Failure,0
LOG_0000878,MCH_L2_01,2023-01-19 06:30:00,296.64,306.96,1596,21.34,133,No Failure,0
LOG_0000879,MCH_L1_05,2023-01-19 07:00:00,302.43,312.14,1518,35.8,179,No Failure,0
LOG_0000880,MCH_L3_01,2023-01-19 07:30:00,303.26,313.69,1450,36.86,124,No Failure,0
LOG_0000881,MCH_L3_02,2023-01-19 08:00:00,299.1,308.41,1550,41.85,119,No Failure,0
LOG_0000882,MCH_L1_05,2023-01-19 08:30:00,301.31,310.52,1385,38.84,182,No Failure,0
LOG_0000883,MCH_L1_04,2023-01-19 09:00:00,301.95,312.23,1533,36.74,75,No Failure,0
LOG_0000884,MCH_L1_03,2023-01-19 09:30:00,299.77,310.34,1485,42.74,72,No Failure,0
LOG_0000885,MCH_L1_03,2023-01-19 10:00:00,297.23,306.51,1401,47.65,176,No Failure,0
LOG_0000886,MCH_L1_04,2023-01-19 10:30:00,303.99,315.57,1583,34.93,233,No Failure,0
LOG_0000887,MCH_L2_04,2023-01-19 11:00:00,299.02,310.59,1726,31.58,199,No Failure,0
LOG_0000888,MCH_L1_02,2023-01-19 11:30:00,298.48,306.58,1328,35.22,183,No Failure,0
LOG_0000889,MCH_L3_05,2023-01-19 12:00:00,304.1,313.17,1613,31.84,222,No Failure,0
LOG_0000890,MCH_L2_04,2023-01-19 12:30:00,301.53,311.67,1403,37.74,40,No Failure,0
LOG_0000891,MCH_L1_01,2023-01-19 13:00:00,300.64,311.08,1570,57.03,223,No Failure,0
LOG_0000892,MCH_L3_04,2023-01-19 13:30:00,297.57,310.13,1425,37.11,198,No Failure,0
LOG_0000893,MCH_L3_05,2023-01-19 14:00:00,302.01,312.18,1464,30.65,223,No Failure,0
LOG_0000894,MCH_L3_05,2023-01-19 14:30:00,307.24,317.1,1475,36.24,105,No Failure,0
LOG_0000895,MCH_L1_01,2023-01-19 15:00:00,302.2,310.83,1663,53.27,183,No Failure,0
LOG_0000896,MCH_L1_05,2023-01-19 15:30:00,301.24,309.34,1488,37.63,120,No Failure,0
LOG_0000897,MCH_L2_01,2023-01-19 16:00:00,301.8,311.64,1459,33.13,88,No Failure,0
LOG_0000898,MCH_L2_01,2023-01-19 16:30:00,299.18,311.65,1490,25.29,224,No Failure,0
LOG_0000899,MCH_L1_03,2023-01-19 17:00:00,299.16,308.91,1727,37.16,190,No Failure,0
LOG_0000900,MCH_L2_02,2023-01-19 17:30:00,299.12,308.19,1567,27.69,117,No Failure,0
LOG_0000901,MCH_L2_04,2023-01-19 18:00:00,298.56,309.1,1426,41.84,155,No Failure,0
LOG_0000902,MCH_L3_01,2023-01-19 18:30:00,299.12,306.71,1679,36.42,202,No Failure,0
LOG_0000903,MCH_L3_02,2023-01-19 19:00:00,299.11,309.21,1521,22.21,158,No Failure,0
LOG_0000904,MCH_L2_05,2023-01-19 19:30:00,299.39,310.38,1396,54.14,182,No Failure,0
LOG_0000905,MCH_L2_03,2023-01-19 20:00:00,299.32,308.18,1547,58.17,179,No Failure,0
LOG_0000906,MCH_L2_01,2023-01-19 20:30:00,300.61,312.25,1481,42.18,201,No Failure,0
LOG_0000907,MCH_L3_02,2023-01-19 21:00:00,300.2,310.99,1094,53.06,65,No Failure,0
LOG_0000908,MCH_L2_03,2023-01-19 21:30:00,300.42,312.07,1539,41.95,45,No Failure,0
LOG_0000909,MCH_L3_02,2023-01-19 22:00:00,303.81,312.16,1370,23.45,107,No Failure,0
LOG_0000910,MCH_L1_05,2023-01-19 22:30:00,300.19,309.97,1347,37.83,3,No Failure,0
LOG_0000911,MCH_L2_03,2023-01-19 23:00:00,305.53,316.64,1266,34.63,149,No Failure,0
LOG_0000912,MCH_L2_05,2023-01-19 23:30:00,300.88,309.08,1515,27.28,172,No Failure,0
LOG_0000913,MCH_L3_02,2023-01-20 00:00:00,298.88,310.02,1482,40.01,155,No Failure,0
LOG_0000914,MCH_L1_04,2023-01-20 00:30:00,303.37,313.15,1613,33.66,137,No Failure,0
LOG_0000915,MCH_L2_05,2023-01-20 01:00:00,299.8,310.93,1404,41.6,193,No Failure,0
LOG_0000916,MCH_L2_03,2023-01-20 01:30:00,294.02,304.28,1442,46.23,176,No Failure,0
LOG_0000917,MCH_L2_05,2023-01-20 02:00:00,299.99,311.68,1737,54.44,94,Heat Dissipation,1
LOG_0000918,MCH_L3_02,2023-01-20 02:30:00,299.38,307.83,1263,39.72,105,No Failure,0
LOG_0000919,MCH_L1_02,2023-01-20 03:00:00,304.02,314.41,1645,30.46,214,No Failure,0
LOG_0000920,MCH_L3_02,2023-01-20 03:30:00,297.76,305.95,1406,35.43,79,No Failure,0
LOG_0000921,MCH_L3_02,2023-01-20 04:00:00,299.17,309.67,1873,36.43,200,No Failure,0
LOG_0000922,MCH_L1_05,2023-01-20 04:30:00,303.17,313.56,1586,59.54,50,No Failure,0
LOG_0000923,MCH_L2_04,2023-01-20 05:00:00,300.99,310.65,1424,39.09,170,No Failure,0
LOG_0000924,MCH_L1_04,2023-01-20 05:30:00,299.57,308.63,1332,44.33,133,No Failure,0
LOG_0000925,MCH_L3_01,2023-01-20 06:00:00,298.11,307.72,1549,49.25,120,No Failure,0
LOG_0000926,MCH_L2_01,2023-01-20 06:30:00,300.88,311.0,1270,51.7,152,No Failure,0
LOG_0000927,MCH_L3_05,2023-01-20 07:00:00,299.93,310.27,1582,41.75,3,No Failure,0
LOG_0000928,MCH_L1_01,2023-01-20 07:30:00,298.08,310.4,1332,37.03,239,No Failure,0
LOG_0000929,MCH_L2_04,2023-01-20 08:00:00,298.21,309.26,1383,35.82,203,No Failure,0
LOG_0000930,MCH_L1_01,2023-01-20 08:30:00,297.96,307.26,1163,29.1,151,No Failure,0
LOG_0000931,MCH_L1_05,2023-01-20 09:00:00,297.52,308.22,1515,47.55,183,No Failure,0
LOG_0000932,MCH_L1_04,2023-01-20 09:30:00,302.34,313.4,1533,63.29,90,No Failure,0
LOG_0000933,MCH_L3_03,2023-01-20 10:00:00,302.0,311.21,1503,51.49,239,No Failure,0
LOG_0000934,MCH_L3_02,2023-01-20 10:30:00,302.34,313.18,1293,40.18,182,No Failure,0
